domain,batch,placed_company,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,skills,graduated,salary
MERN Stack,BCT42,Kxence ERP Pvt. Ltd.,Full Stack Developer,22.0,Degree,No,No,15.0,Yes,4.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.36
Web Development Using Python Django + React,BCE36,1ClickTech Global Services Pvt Ltd,Junior Python Developer,22.0,No Degree,No,No,14.0,Yes,5.0,Manjeri Malappuram ,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,3.6
DevOps,BCK31,Techgentsia,Junior DevOps Engineer,23.0,Degree,No,No,11.0,Yes,2.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
MERN Stack,BCK38,Thapovan Info Systems Pvt Ltd,Junior Programmer Analyst,21.0,No Degree,No,No,12.0,No,7.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.0
Web Development Using Python Django + React,BCE36,Clever Space,Software Engineer,24.0,No Degree,No,No,13.0,Yes,2.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.8
Mobile Development Using Flutter,BCE34,Independent Music Platform (IMP),Flutter Developer,22.0,No Degree,No,No,12.0,No,1.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.8
Mobile Development Using Flutter,BCT37,Subhaprada Holdings Pvt Ltd,Flutter + Firebase Developer,24.0,Degree,No,No,9.0,No,0.0,WFH,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.8
MERN Stack,BCE47,Factweavers,Full Stack Developer,23.0,No Degree,No,No,15.0,Yes,4.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.5
MERN Stack,BCK38,FlexM Pvt. Ltd.,Junior Software Developer,22.0,Degree,Yes,No,10.0,Yes,4.0,Calicut ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.0
MERN Stack,BCK46,Avodha,MERN Stack Tutor,22.0,Degree,No,No,9.0,Yes,7.0,Chennai,"React,node js , nest js , express js , jest,go etc",Yes,3.6
MERN Stack,BCK49,Approlabs ,Software Developer ,21.0,Degree,Yes,No,10.0,No,7.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.6
MERN Stack,BCT42,White Rabbit Group,Trainee Software Engineer,21.0,Degree,Yes,No,10.0,No,4.0,On site,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,4.8
MERN Stack,BCK51,Smart Infrastructure (Radise India),Junior Software Engineer ,21.0,Degree,Yes,No,10.0,No,4.0,Chennai,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,6.0
MERN Stack,BCK41,ChargeMod,Software Engineer,23.0,Degree,Yes,No,10.0,Yes,7.0,Manjeri Malappuram ,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.8
Mobile Development Using Flutter,BCE44,TIC Technologies and Solutions,Flutter Developer,23.0,Degree,No,No,10.0,Yes,1.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.6
MERN Stack,BCT48,TL Technologies Pvt Ltd,NodeJs Developer,23.0,No Degree,No,No,12.0,No,0.0,Bangalore,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.24
Mobile Development Using Flutter,BCT54,TL Technologies Pvt Ltd,Flutter Developer,22.0,No Degree,No,No,12.0,Yes,1.0,Bangalore,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.9
Mobile Development Using Flutter,BCT54,TL Technologies Pvt Ltd,Flutter Developer,22.0,Degree,No,No,11.0,Yes,0.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.24
Mobile Development Using Flutter,BCE40,Awad Alaryani Advocates & Legal Consultancy,Flutter Developer ,22.0,No Degree,Yes,No,7.0,Yes,4.0,Manjeri Malappuram ,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.8
MEAN Stack,BCT42,Zil Money,Angular Developer ,23.0,Degree,Yes,No,10.0,Yes,7.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.3
Web Development Using Python Django + React,BCK35,AmruthaShala India Pvt Ltd.,Jr. React & Python Developer,23.0,No Degree,No,No,12.0,Yes,4.0,Manjeri,"Angular, Node JS, Express JS, HTML, CSS, Linux, MongoDB, Vim",Yes,4.0
MEAN Stack,BCK49,Zil Money,Angular Developer ,22.0,No Degree,Yes,No,8.0,Yes,7.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.7
MEAN Stack,BCK45,Zil Money,Angular Developer ,22.0,No Degree,Yes,No,10.0,Yes,4.0,Bangalore,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.7
Web Development Using Python Django,BCT42,YouGotaGift Pvt. Ltd.,Member of Technical Staff,23.0,Degree,Yes,No,10.0,Yes,5.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.5
MERN Stack,BCK46,SuperDev,Front End Developer,22.0,No Degree,No,No,12.0,No,4.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.6
Mobile Development Using Flutter,BCK46,Octohub Technologies Pvt Ltd,Flutter Developer,22.0,Degree,No,No,13.0,Yes,0.0,WFH,"Flutter, firbase, API",Yes,4.0
MERN Stack,BCK38,Farms.io,Application Developer,22.0,No Degree,No,No,10.0,No,5.0,Manjeri Malappuram ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,5.0
MERN Stack,BCE36,Farms.io,Mobile Developer,21.0,Degree,Yes,No,7.0,No,7.0,Manjeri Malappuram ,"React, Node js, html, css, bootstrap, git, Ms office, Mysql, mongodb, express js.",Yes,4.5
MERN Stack,BCT42,SourceMonq Technologies Pvt Ltd,Full Stack Developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,5.0
MERN Stack,BCK41,Farms.io,Application Developer,21.0,Degree,Yes,No,9.0,No,4.0,Calicut ,"React js ,React query",Yes,4.5
MERN Stack,BCK38,Promena LLP,MERN Stack Developer,23.0,Degree,Yes,No,10.0,Yes,2.0,WFH,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,3.0
Mobile Development Using Flutter,BCE44,Victaman Services Pvt. Ltd.,Flutter Developer,23.0,No Degree,No,No,12.0,No,0.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,5.2
MERN Stack,BCE44,Duple IT Solutions Pvt. Ltd.,Software Development Engineer-1,23.0,Degree,Yes,No,10.0,Yes,7.0,Manjeri Malappuram ,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.1
MERN Stack,BCE47,Duple IT Solutions Pvt. Ltd.,Software Development Engineer-1,22.0,Degree,No,No,10.0,No,0.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",No,4.1
Golang,BCE34,CWD Ltd,Golang Developer,21.0,No Degree,Yes,No,9.0,Yes,7.0,Hyderabad,"React, Node, Html, css, js, express, aws, docker, niginx, typescipt",Yes,5.5
DevOps,BCT42,CWD Ltd,DevOps Engineer ,22.0,No Degree,Yes,No,9.0,No,2.0,Bangalore,"React js, node js, mongodb, express js, html& css,sass,aws,jquary, my sql, bootstrap, mui etc..",Yes,8.0
MERN Stack,BCK35,Aapka CFO,Frontend Engineer,22.0,No Degree,Yes,No,10.0,No,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,5.0
MERN Stack,BCT54,Safe Software and Integrated Solutions Pvt Ltd,Junior Software Developer ,24.0,Degree,No,No,10.0,No,2.0,Kochi,"Html,Css, Javascript,Nodejs, React, Tailwind, Mongodb,Mysql",Yes,3.6
MERN Stack,BCT37A,NORQ Technologies,Junior Nodejs Developer ,22.0,Degree,No,No,11.0,No,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.0
Golang,BCE39,SimSol,Software Engineer,22.0,Degree,Yes,No,10.0,Yes,7.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,4.2
Web Development Using Python Django + React,BCE33,Digital Prizm Pte. Ltd.,Junior Software Developer,22.0,Degree,No,No,12.0,Yes,0.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.0
MERN Stack,BCE44,Unada Labs Pvt Ltd,L1 Web Developer,22.0,No Degree,Yes,No,9.0,Yes,7.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.6
Mobile Development Using Flutter,BCK32,Subhaprada Holdings Pvt Ltd,Flutter + Firebase Developer,22.0,No Degree,No,No,9.0,Yes,5.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,4.4
MERN Stack,BCE33,Tapclone,Mern Stack Developer,22.0,Degree,Yes,No,12.0,Yes,2.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.0
MERN Stack,BCE44,Best Engineering Aids and Consultancies Pvt Ltd (BEACON),Full Stack Developer,22.0,No Degree,No,No,12.0,No,2.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.0
MERN Stack,BCE44,Best Engineering Aids and Consultancies Pvt Ltd (BEACON),Full Stack Developer,22.0,Degree,Yes,No,11.0,No,4.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,6.0
MERN Stack,BCK46,MCABEE,Full Stack Developer ,22.0,Degree,Yes,No,10.0,Yes,5.0,Chennai,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,4.2
Mobile Development Using Flutter,BCE40,MCABEE,Flutter Developer,22.0,No Degree,No,No,11.0,Yes,7.0,Manjeri Malappuram ,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.2
MERN Stack,BCE36,Nova Healthcare Management Systems Limited ,Junior Software Developer,22.0,No Degree,No,No,9.0,No,7.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,3.0
Mobile Development Using Flutter,BCK38,Ampcome Technologies Pvt Ltd,Flutter Developer ,22.0,No Degree,No,No,10.0,No,7.0,Bangalore,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,3.6
MERN Stack,BCK32,Voxelkraftz Pvt Ltd,Junior Full Stack Developer,23.0,No Degree,No,No,11.0,No,3.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.6
Web Development Using Python Django + React,BCK32,Zaigo Infotech ,Junior Developer,23.0,No Degree,No,No,12.0,Yes,7.0,Manjeri,"Python, HTML, CSS, Deep Learning, OpenCV, CNN, Computer Vision",Yes,4.2
Web Development Using Python Django + React,BCE36,Zaigo Infotech ,Junior Developer,24.0,Degree,No,No,11.0,Yes,1.0,WFH,"React,node,js,typescript,expresses,mongodb,html,css,tailwind css, ",Yes,4.2
Mobile Development Using Flutter,BCK32,Ampcome Technologies Pvt Ltd,Flutter Developer ,24.0,Degree,No,No,13.0,Yes,1.0,Bangalore,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
MERN Stack,BCK46,Avalontribe Infotech,MERN Developer ,22.0,No Degree,No,No,10.0,No,4.0,Bangalore,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,9.35
MERN Stack,BCK46,Avalontribe Infotech,MERN Developer ,21.0,Degree,Yes,No,10.0,No,4.0,On site,"React,Node,HTML,CSS,Java Script,Redux,JQuery,",Yes,5.5
Mobile Development Using Flutter,BCK38,Ampcome Technologies Pvt Ltd,Jr. Flutter Developer,21.0,Degree,No,No,10.0,No,1.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",Yes,3.6
Web Development Using Python Django,BCE40,Zelthy,Jr. Software Developer,22.0,No Degree,Yes,No,10.0,No,7.0,Manjeri Malappuram ,"Angular, Express, Node, MongoDB, MySQL, Typescript, Html, CSS, Ajax, jquery, DataStrures",Yes,6.0
Mobile Development Using Flutter,BCK38,Ampcome Technologies Pvt Ltd,Flutter Developer,24.0,No Degree,No,No,10.0,No,0.0,WFH,"React, Node, HTML, CSS, TailwindCSS, SCSS, MongoDB, AWS, Git, SQL",No,3.6
