domain,designation,age,degree,cs_bg,experience,avg_time,holidays,week_back,city,graduated,flutter,angular,python,express,firebase,aws,sql,javascript,jwt,node,html,ajax,hasura,communication,git,jest,mysql,react,graphql,mongodb,cnn,postman,nginx,dart,vim,django,mui,typescript,opencv,jquery,next,linux,sas,vercel,redux,api,bootstrap,mongoose,tailwind,docker,salary
mern stack,mern stack developer,22.0,No Degree,No,No,13.0,Yes,5.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,mern stack developer,23.0,Degree,No,No,7.0,Yes,5.0,chennai,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,tech lead,22.0,Degree,Yes,No,9.0,Yes,4.0,wfh,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
mean stack,mean stack developer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mern stack,mern stack developer,22.0,No Degree,No,No,9.0,No,3.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,junior fullstack developer,22.0,No Degree,Yes,No,10.0,No,2.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,fullstack developer,22.0,No Degree,No,No,15.0,Yes,7.0,manjeri,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
web development using python django + react,junior django developer,23.0,No Degree,No,No,11.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.25
mern stack,software developer,21.0,Degree,Yes,No,10.0,No,7.0,chennai,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
golang,devops engineer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0
mern stack,fullstack developer,22.0,Degree,No,No,13.0,Yes,1.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mean stack,angular developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7.5
golang,software development engineer 1,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5
golang,devsecops,23.0,No Degree,Yes,No,9.0,Yes,4.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mern stack,junior react developer,22.0,No Degree,Yes,No,10.0,No,0.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mern stack,react developer,21.0,No Degree,Yes,No,10.0,No,7.0,others,Yes,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.8
mobile development using flutter,flutter developer,23.0,Degree,No,No,12.0,No,0.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mobile development using flutter,flutter developer,22.0,Degree,Yes,No,10.0,Yes,7.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4
machine learning,junior ml engineer,22.0,No Degree,Yes,No,10.0,Yes,4.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,software engineer,21.0,Degree,Yes,No,10.0,No,4.0,chennai,Yes,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
mern stack,nodejs developer,22.0,No Degree,Yes,No,10.0,Yes,7.0,chennai,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.25
mern stack,software developer,24.0,No Degree,No,No,10.0,No,1.0,bangalore,Yes,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
web development using python django + react,application developer,24.0,Degree,Yes,No,9.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,mern stack developer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mern stack,node js developer,22.0,No Degree,Yes,No,12.0,Yes,7.0,manjeri,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4
web development using python django + react,python developer,23.0,No Degree,No,No,12.0,Yes,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,software engineer,22.0,No Degree,Yes,No,8.0,Yes,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.5
mern stack,software engineer,21.0,No Degree,No,No,9.0,No,7.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.4
mern stack,junior react developer,21.0,Degree,No,No,12.0,No,4.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2
mern stack,junior developer,23.0,No Degree,Yes,No,10.0,No,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mean stack,mean stack developer,22.0,Degree,Yes,No,10.0,No,2.0,wfh,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.4
mean stack,mean stack developer,22.0,Degree,Yes,No,9.0,No,4.0,wfh,Yes,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,9.4
mern stack,trainee software engineer,22.0,Degree,No,No,14.0,Yes,4.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mobile development using flutter,flutter developer,24.0,Degree,No,No,10.0,No,2.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.36
mern stack,associate software engineer,22.0,No Degree,No,No,10.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5
web development using python django + react,junior web developer,24.0,No Degree,No,Yes [ Non IT industry ],13.0,Yes,1.0,calicut,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
web development using python django,python full stack developer,22.0,Degree,No,No,11.0,Yes,0.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,fullstack developer,24.0,Degree,No,No,16.0,Yes,4.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.24
mern stack,react developer,23.0,No Degree,No,Yes [ Non IT industry ],16.0,Yes,2.0,bangalore,Yes,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,3.6
mern stack,react developer,22.0,No Degree,No,No,12.0,Yes,5.0,manjeri,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mean stack,software engineer,22.0,No Degree,No,No,10.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5
mern stack,backend developer,22.0,No Degree,Yes,No,11.0,Yes,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,software engineer,21.0,No Degree,No,No,10.0,No,7.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.75
machine learning,junior computer vision developer,22.0,No Degree,No,No,10.0,No,4.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,fullstack developer,19.0,No Degree,No,No,12.0,No,2.0,wfh,Yes,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,junior fullstack developer,21.0,Degree,No,No,10.0,No,3.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,software engineer,21.0,No Degree,Yes,No,8.0,Yes,5.0,others,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
devops,associate software engineer,22.0,Degree,Yes,No,10.0,Yes,5.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.5
devops,devops engineer,21.0,No Degree,No,No,12.0,No,4.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,fullstack developer,22.0,No Degree,No,No,11.0,No,7.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,frontend developer,21.0,Degree,Yes,No,10.0,No,7.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.14
mern stack,junior developer,23.0,Degree,No,No,10.0,Yes,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,junior developer,23.0,Degree,No,No,10.0,No,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mern stack,software engineer,22.0,No Degree,No,No,9.0,No,2.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,fullstack developer,24.0,Degree,No,No,16.0,Yes,4.0,bangalore,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.0
mern stack,fullstack developer,23.0,Degree,No,No,13.0,Yes,4.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mern stack,fullstack developer,24.0,No Degree,No,Yes [ Non IT industry ],15.0,Yes,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mern stack,junior software developer,22.0,Degree,Yes,No,10.0,Yes,3.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2
mean stack,fullstack developer,22.0,Degree,Yes,No,10.0,No,7.0,manjeri,Yes,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0
mern stack,fullstack developer,23.0,No Degree,No,Yes [ Non IT industry ],11.0,No,7.0,manjeri,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.5
cybersecurity,cyber security engineer,23.0,No Degree,No,No,10.0,Yes,4.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
machine learning,junior machine learning engineer,23.0,No Degree,No,No,10.0,No,0.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,trainee software engineer,23.0,Degree,No,No,11.0,No,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
web development using python django + react,full stack engineer,23.0,Degree,Yes,No,10.0,Yes,2.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.5
mern stack,fullstack developer,23.0,No Degree,Yes,No,10.0,Yes,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.0
mern stack,junior software developer,21.0,Degree,No,No,12.0,No,5.0,hyderabad,Yes,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
mern stack,software engineer,23.0,Degree,No,No,10.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mean stack,frontend developer,21.0,No Degree,No,No,10.0,No,5.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,software engineer,21.0,No Degree,No,No,9.0,No,7.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,full stack developer trainee,23.0,Degree,Yes,No,9.0,No,0.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
mern stack,trainee software engineer,22.0,Degree,Yes,No,12.0,Yes,2.0,bangalore,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,trainee software engineer,19.0,No Degree,No,Bca dropout ,12.0,No,0.0,nagercoil,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
mern stack,junior programmer analyst,27.0,Degree,No,Yes [ Non IT industry ],11.0,No,2.0,bangalore,Yes,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,4.0
mern stack,full stack developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.5
mern stack,mern stack trainer,21.0,Degree,No,No,10.0,No,7.0,manjeri,Yes,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,12.0,Yes,3.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
mobile development using flutter,software developer,22.0,No Degree,No,No,12.0,Yes,4.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.84
mern stack,software engineer,22.0,Degree,No,No,10.0,No,1.0,bangalore,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.24
mern stack,junior mern stack developer,22.0,Degree,Yes,No,10.0,No,4.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.86
web development using python django + react,junior python developer,22.0,No Degree,No,No,7.0,Yes,5.0,bangalore,Yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,junior software developer,22.0,No Degree,Yes,No,12.0,Yes,7.0,hyderabad,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
mern stack,fullstack developer,22.0,Degree,No,No,15.0,Yes,4.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.36
web development using python django + react,junior python developer,22.0,No Degree,No,No,14.0,Yes,5.0,manjeri,Yes,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6
devops,junior devops engineer,23.0,Degree,No,No,11.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0
mern stack,junior programmer analyst,21.0,No Degree,No,No,12.0,No,7.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
web development using python django + react,software engineer,24.0,No Degree,No,No,13.0,Yes,2.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mobile development using flutter,flutter developer,22.0,No Degree,No,No,12.0,No,1.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mobile development using flutter,flutter developer ,24.0,Degree,No,No,9.0,No,0.0,wfh,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.8
mern stack,fullstack developer,23.0,No Degree,No,No,15.0,Yes,4.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
mern stack,junior software developer,22.0,Degree,Yes,No,10.0,Yes,4.0,calicut,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
mern stack,mern stack tutor,22.0,Degree,No,No,9.0,Yes,7.0,chennai,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
mern stack,software developer,21.0,Degree,Yes,No,10.0,No,7.0,wfh,No,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,trainee software engineer,21.0,Degree,Yes,No,10.0,No,4.0,others,Yes,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.8
mern stack,junior software engineer,21.0,Degree,Yes,No,10.0,No,4.0,chennai,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0
mern stack,software engineer,23.0,Degree,Yes,No,10.0,Yes,7.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.8
mobile development using flutter,flutter developer,23.0,Degree,No,No,10.0,Yes,1.0,wfh,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.6
mern stack,nodejs developer,23.0,No Degree,No,No,12.0,No,0.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.24
mobile development using flutter,flutter developer,22.0,No Degree,No,No,12.0,Yes,1.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9
mobile development using flutter,flutter developer,22.0,Degree,No,No,11.0,Yes,0.0,wfh,Yes,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.24
mobile development using flutter,flutter developer,22.0,No Degree,Yes,No,7.0,Yes,4.0,manjeri,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.8
mean stack,angular developer,23.0,Degree,Yes,No,10.0,Yes,7.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.3
web development using python django + react,junior fullstack python developer,23.0,No Degree,No,No,12.0,Yes,4.0,manjeri,Yes,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
mean stack,angular developer,22.0,No Degree,Yes,No,8.0,Yes,7.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.7
mean stack,angular developer,22.0,No Degree,Yes,No,10.0,Yes,4.0,bangalore,Yes,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.7
web development using python django,member of technical staff,23.0,Degree,Yes,No,10.0,Yes,5.0,manjeri,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
mern stack,frontend developer,22.0,No Degree,No,No,12.0,No,4.0,bangalore,Yes,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
mobile development using flutter,flutter developer,22.0,Degree,No,No,13.0,Yes,0.0,wfh,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
